element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
1077/32,33.65625000,decomposable,3/2 + 1029/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1079/32,33.71875000,decomposable,3/2 + 1031/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1081/32,33.78125000,decomposable,3/2 + 1033/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1083/32,33.84375000,decomposable,3/2 + 1035/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1085/32,33.90625000,decomposable,3/2 + 1037/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1087/32,33.96875000,decomposable,3/2 + 1039/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1089/32,34.03125000,decomposable,3/2 + 1041/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1091/32,34.09375000,decomposable,3/2 + 1043/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1093/32,34.15625000,decomposable,3/2 + 1045/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1095/32,34.21875000,decomposable,3/2 + 1047/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1097/32,34.28125000,decomposable,3/2 + 1049/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1099/32,34.34375000,decomposable,3/2 + 1051/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1101/32,34.40625000,decomposable,3/2 + 1053/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1103/32,34.46875000,decomposable,3/2 + 1055/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1105/32,34.53125000,decomposable,3/2 + 1057/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1107/32,34.59375000,decomposable,3/2 + 1059/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1109/32,34.65625000,decomposable,3/2 + 1061/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1111/32,34.71875000,decomposable,3/2 + 1063/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1113/32,34.78125000,decomposable,3/2 + 1065/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1115/32,34.84375000,decomposable,3/2 + 1067/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1117/32,34.90625000,decomposable,3/2 + 1069/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1119/32,34.96875000,decomposable,3/2 + 1071/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1121/32,35.03125000,decomposable,3/2 + 1073/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1123/32,35.09375000,decomposable,3/2 + 1075/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1125/32,35.15625000,decomposable,3/2 + 1077/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1127/32,35.21875000,decomposable,3/2 + 1079/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1129/32,35.28125000,decomposable,3/2 + 1081/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1131/32,35.34375000,decomposable,3/2 + 1083/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1133/32,35.40625000,decomposable,3/2 + 1085/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1135/32,35.46875000,decomposable,3/2 + 1087/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1137/32,35.53125000,decomposable,3/2 + 1089/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1139/32,35.59375000,decomposable,3/2 + 1091/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1141/32,35.65625000,decomposable,3/2 + 1093/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1143/32,35.71875000,decomposable,3/2 + 1095/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1145/32,35.78125000,decomposable,3/2 + 1097/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1147/32,35.84375000,decomposable,3/2 + 1099/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1149/32,35.90625000,decomposable,3/2 + 1101/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1151/32,35.96875000,decomposable,3/2 + 1103/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1153/32,36.03125000,decomposable,3/2 + 1105/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1155/32,36.09375000,decomposable,3/2 + 1107/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1157/32,36.15625000,decomposable,3/2 + 1109/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1159/32,36.21875000,decomposable,3/2 + 1111/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1161/32,36.28125000,decomposable,3/2 + 1113/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1163/32,36.34375000,decomposable,3/2 + 1115/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1165/32,36.40625000,decomposable,3/2 + 1117/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1167/32,36.46875000,decomposable,3/2 + 1119/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1169/32,36.53125000,decomposable,3/2 + 1121/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1171/32,36.59375000,decomposable,3/2 + 1123/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1173/32,36.65625000,decomposable,3/2 + 1125/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1175/32,36.71875000,decomposable,3/2 + 1127/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1177/32,36.78125000,decomposable,3/2 + 1129/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1179/32,36.84375000,decomposable,3/2 + 1131/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1181/32,36.90625000,decomposable,3/2 + 1133/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1183/32,36.96875000,decomposable,3/2 + 1135/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1185/32,37.03125000,decomposable,3/2 + 1137/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1187/32,37.09375000,decomposable,3/2 + 1139/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1189/32,37.15625000,decomposable,3/2 + 1141/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1191/32,37.21875000,decomposable,3/2 + 1143/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1193/32,37.28125000,decomposable,3/2 + 1145/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1195/32,37.34375000,decomposable,3/2 + 1147/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1197/32,37.40625000,decomposable,3/2 + 1149/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1199/32,37.46875000,decomposable,3/2 + 1151/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1201/32,37.53125000,decomposable,3/2 + 1153/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1203/32,37.59375000,decomposable,3/2 + 1155/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1205/32,37.65625000,decomposable,3/2 + 1157/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1207/32,37.71875000,decomposable,3/2 + 1159/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1209/32,37.78125000,decomposable,3/2 + 1161/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1211/32,37.84375000,decomposable,3/2 + 1163/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1213/32,37.90625000,decomposable,3/2 + 1165/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1215/32,37.96875000,decomposable,3/2 + 1167/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1217/32,38.03125000,decomposable,3/2 + 1169/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1219/32,38.09375000,decomposable,3/2 + 1171/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1221/32,38.15625000,decomposable,3/2 + 1173/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1223/32,38.21875000,decomposable,3/2 + 1175/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1225/32,38.28125000,decomposable,3/2 + 1177/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1227/32,38.34375000,decomposable,3/2 + 1179/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1229/32,38.40625000,decomposable,3/2 + 1181/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1231/32,38.46875000,decomposable,3/2 + 1183/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1233/32,38.53125000,decomposable,3/2 + 1185/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1235/32,38.59375000,decomposable,3/2 + 1187/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1237/32,38.65625000,decomposable,3/2 + 1189/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1239/32,38.71875000,decomposable,3/2 + 1191/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1241/32,38.78125000,decomposable,3/2 + 1193/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1243/32,38.84375000,decomposable,3/2 + 1195/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1245/32,38.90625000,decomposable,3/2 + 1197/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1247/32,38.96875000,decomposable,3/2 + 1199/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1249/32,39.03125000,decomposable,3/2 + 1201/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1251/32,39.09375000,decomposable,3/2 + 1203/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1253/32,39.15625000,decomposable,3/2 + 1205/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1255/32,39.21875000,decomposable,3/2 + 1207/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1257/32,39.28125000,decomposable,3/2 + 1209/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1259/32,39.34375000,decomposable,3/2 + 1211/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1261/32,39.40625000,decomposable,3/2 + 1213/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1263/32,39.46875000,decomposable,3/2 + 1215/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1265/32,39.53125000,decomposable,3/2 + 1217/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1267/32,39.59375000,decomposable,3/2 + 1219/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1269/32,39.65625000,decomposable,3/2 + 1221/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1271/32,39.71875000,decomposable,3/2 + 1223/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1273/32,39.78125000,decomposable,3/2 + 1225/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1275/32,39.84375000,decomposable,3/2 + 1227/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1277/32,39.90625000,decomposable,3/2 + 1229/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1279/32,39.96875000,decomposable,3/2 + 1231/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1281/32,40.03125000,decomposable,3/2 + 1233/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1283/32,40.09375000,decomposable,3/2 + 1235/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1285/32,40.15625000,decomposable,3/2 + 1237/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1287/32,40.21875000,decomposable,3/2 + 1239/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1289/32,40.28125000,decomposable,3/2 + 1241/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1291/32,40.34375000,decomposable,3/2 + 1243/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1293/32,40.40625000,decomposable,3/2 + 1245/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1295/32,40.46875000,decomposable,3/2 + 1247/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1297/32,40.53125000,decomposable,3/2 + 1249/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1299/32,40.59375000,decomposable,3/2 + 1251/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1301/32,40.65625000,decomposable,3/2 + 1253/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1303/32,40.71875000,decomposable,3/2 + 1255/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1305/32,40.78125000,decomposable,3/2 + 1257/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1307/32,40.84375000,decomposable,3/2 + 1259/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1309/32,40.90625000,decomposable,3/2 + 1261/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1311/32,40.96875000,decomposable,3/2 + 1263/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1313/32,41.03125000,decomposable,3/2 + 1265/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1315/32,41.09375000,decomposable,3/2 + 1267/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1317/32,41.15625000,decomposable,3/2 + 1269/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1319/32,41.21875000,decomposable,3/2 + 1271/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1321/32,41.28125000,decomposable,3/2 + 1273/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1323/32,41.34375000,decomposable,3/2 + 1275/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1325/32,41.40625000,decomposable,3/2 + 1277/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1327/32,41.46875000,decomposable,3/2 + 1279/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1329/32,41.53125000,decomposable,3/2 + 1281/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1331/32,41.59375000,decomposable,3/2 + 1283/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1333/32,41.65625000,decomposable,3/2 + 1285/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1335/32,41.71875000,decomposable,3/2 + 1287/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1337/32,41.78125000,decomposable,3/2 + 1289/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1339/32,41.84375000,decomposable,3/2 + 1291/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1341/32,41.90625000,decomposable,3/2 + 1293/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1343/32,41.96875000,decomposable,3/2 + 1295/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1345/32,42.03125000,decomposable,3/2 + 1297/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1347/32,42.09375000,decomposable,3/2 + 1299/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1349/32,42.15625000,decomposable,3/2 + 1301/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1351/32,42.21875000,decomposable,3/2 + 1303/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1353/32,42.28125000,decomposable,3/2 + 1305/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1355/32,42.34375000,decomposable,3/2 + 1307/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1357/32,42.40625000,decomposable,3/2 + 1309/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1359/32,42.46875000,decomposable,3/2 + 1311/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1361/32,42.53125000,decomposable,3/2 + 1313/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1363/32,42.59375000,decomposable,3/2 + 1315/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1365/32,42.65625000,decomposable,3/2 + 1317/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1367/32,42.71875000,decomposable,3/2 + 1319/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1369/32,42.78125000,decomposable,3/2 + 1321/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1371/32,42.84375000,decomposable,3/2 + 1323/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1373/32,42.90625000,decomposable,3/2 + 1325/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1375/32,42.96875000,decomposable,3/2 + 1327/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1377/32,43.03125000,decomposable,3/2 + 1329/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1379/32,43.09375000,decomposable,3/2 + 1331/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1381/32,43.15625000,decomposable,3/2 + 1333/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1383/32,43.21875000,decomposable,3/2 + 1335/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1385/32,43.28125000,decomposable,3/2 + 1337/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1387/32,43.34375000,decomposable,3/2 + 1339/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1389/32,43.40625000,decomposable,3/2 + 1341/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1391/32,43.46875000,decomposable,3/2 + 1343/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1393/32,43.53125000,decomposable,3/2 + 1345/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1395/32,43.59375000,decomposable,3/2 + 1347/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1397/32,43.65625000,decomposable,3/2 + 1349/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1399/32,43.71875000,decomposable,3/2 + 1351/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1401/32,43.78125000,decomposable,3/2 + 1353/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1403/32,43.84375000,decomposable,3/2 + 1355/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1405/32,43.90625000,decomposable,3/2 + 1357/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1407/32,43.96875000,decomposable,3/2 + 1359/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1409/32,44.03125000,decomposable,3/2 + 1361/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1411/32,44.09375000,decomposable,3/2 + 1363/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1413/32,44.15625000,decomposable,3/2 + 1365/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1415/32,44.21875000,decomposable,3/2 + 1367/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1417/32,44.28125000,decomposable,3/2 + 1369/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1419/32,44.34375000,decomposable,3/2 + 1371/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1421/32,44.40625000,decomposable,3/2 + 1373/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1423/32,44.46875000,decomposable,3/2 + 1375/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1425/32,44.53125000,decomposable,3/2 + 1377/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1427/32,44.59375000,decomposable,3/2 + 1379/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1429/32,44.65625000,decomposable,3/2 + 1381/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1431/32,44.71875000,decomposable,3/2 + 1383/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1433/32,44.78125000,decomposable,3/2 + 1385/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1435/32,44.84375000,decomposable,3/2 + 1387/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1437/32,44.90625000,decomposable,3/2 + 1389/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1439/32,44.96875000,decomposable,3/2 + 1391/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1441/32,45.03125000,decomposable,3/2 + 1393/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
